similitud,child_id,child_nombre,child_tipo,child_registros,child_municipio,child_departamento,parent_id,parent_nombre,parent_registros,parent_municipio,parent_departamento
0.912,1063,JUZGADO TERCERO DE PEQUEÑAS CAUSAS Y COMPETENCIA MÚLTIPLE DE POPAYÁN,JUZGADO,118,Popayán,Cauca,125,Juzgado Tercero de Pequeñas Causas y Competencia Múltiple,937,,
0.889,1071,Juzgado Laboral del Circuito,JUZGADO,116,,,369,JUZGADO CUARTO LABORAL DEL CIRCUITO,427,,
0.881,1075,JUZGADO 5 DE PEQUEÑAS CAUSAS Y COMPETENCIA MÚLTIPLE TRANSITORIO,JUZGADO,115,,,595,JUZGADO DE PEQUEÑAS CAUSAS Y COMPETENCIA MÚLTIPLE - TULUÁ,256,Tuluá,Valle del Cauca
0.908,1080,JUZGADO ONCE DE PEQUEÑAS CAUSAS Y COMPETENCIA MÚLTIPLE DE CALI,JUZGADO,114,,Valle del Cauca,220,JUZGADO ONCE 11 DE PEQUEÑAS CAUSAS Y COMPETENCIA MÚLTIPLE,639,,
0.933,1091,JUZGADO OCTAVO DE PEQUEÑAS CAUSAS Y COMPETENCIA MULTIPLE,JUZGADO,113,,,696,JUZGADO OCTAVO DE PEQUEÑAS CAUSAS Y COMPETENCIA MÚLTIPLE DE CALI,210,,Valle del Cauca
0.912,1096,Juzgado 48 de Pequeñas Causas y Competencia Múltiple de Bogotá,JUZGADO,113,Bogotá,"Bogotá, D.C.",670,JUZGADO 48 DE PEQUEÑAS CAUSAS Y COMPETENCIA MÚLTIPLE,222,,
0.857,1102,Alcaldía Municipal de SECRETARÍA,ALCALDIA,111,,,986,ALCALDIA MUNICIPAL DE CIMITARRA,134,Cimitarra,Santander
0.923,1110,JUZGADO VEINTITRES DE PEQUEÑAS CAUSAS Y COMPETENCIA MULTIPLE,JUZGADO,110,,,121,JUZGADO VEINTITRES DE PEQUEÑAS CAUSAS Y COMPETENCIA MULTIPLE DE BOGOTÁ,964,Bogotá,"Bogotá, D.C."
0.886,1120,JUZGADO PRIMERO CIVIL MUNICIPAL Popayán,JUZGADO,108,Popayán,Cauca,20,Juzgado Primero Civil Municipal,4599,,
0.918,1118,JUZGADO NOVENO DE PEQUEÑAS CAUSAS Y COMPETENCIA MÚLTIPLE,JUZGADO,108,,,199,JUZGADO NOVENO DE PEQUEÑAS CAUSAS Y COMPETENCIA MÚLTIPLE DE BOGOTÁ,692,Bogotá,"Bogotá, D.C."
0.919,1119,JUZGADO ONCE 11 DE PEQUEÑAS CAUSAS Y COMPETENCIA MÚLTIPLE DE BOGOTÁ,JUZGADO,108,Bogotá,"Bogotá, D.C.",220,JUZGADO ONCE 11 DE PEQUEÑAS CAUSAS Y COMPETENCIA MÚLTIPLE,639,,
0.932,1126,JUZGADO NOVENO CIVIL MUNICIPAL HOY SEPTIMO TRANSITORIO DE PEQUEÑAS CAUSAS Y COMPETENCIA MULTIPLE,JUZGADO,107,,,731,JUZGADO NOVENO CIVIL MUNICIPAL HOY SEPTIMO TRANSITORIO DE PEQUEÑAS CAUSAS Y COMPETENCIA MULTIPLE IBAGUÉ TOLIMA,198,Ibagué,Tolima
0.945,1127,JUZGADO 41 CIVIL DEL CIRCUITO,JUZGADO,107,,,559,JUZGADO CIVIL DEL CIRCUITO,281,,
0.960,1133,JUZGADO 18 DIECIOCHO CIVIL DEL CIRCUITO,JUZGADO,106,,,982,JUZGADO DIECIOCHO CIVIL DEL CIRCUITO,135,,
0.841,1134,SECRETARÍA DE MOVILIDAD SANTA MARTA,SECRETARIA,106,Santa Marta,Magdalena,750,SECRETARÍA DE HACIENDA SANTA MARTA,192,Santa Marta,Magdalena
0.867,1160,ALCALDIA MUNICIPAL DE TUBARA,ALCALDIA,103,Tubará,Atlántico,1102,Alcaldía Municipal de SECRETARÍA,111,,
0.934,1166,JUZGADO SÉPTIMO DE PEQUEÑAS CAUSAS Y COMPETENCIA MÚLTIPLE DE CALI,JUZGADO,102,,Valle del Cauca,367,Juzgado Séptimo de Pequeñas Causas y Competencia Múltiple,428,,
0.927,1168,Juzgado Doce Civil del Circuito de Oralidad,JUZGADO,101,,,743,JUZGADO DOCE CIVIL DEL CIRCUITO DE CALI,195,,Valle del Cauca
0.918,1184,JUZGADO CUARTO DE PEQUEÑAS CAUSAS Y COMPETENCIA MÚLTIPLE DE IBAGUÉ,JUZGADO,98,Ibagué,Tolima,149,Juzgado Cuarto de Pequeñas Causas y Competencia Múltiple,860,,
0.897,1192,JUZGADO SEGUNDO PROMISCUO MUNICIPAL DE COTA,JUZGADO,97,Cota,Cundinamarca,54,Juzgado Segundo Promiscuo Municipal,1928,,
0.934,1196,JUZGADO OCTAVO CIVIL MUNICIPAL DE EJECUCIÓN DE SENTENCIAS,JUZGADO,96,,,526,JUZGADO OCTAVO CIVIL MUNICIPAL DE EJECUCIÓN DE SENTENCIAS DE CALI,300,,Valle del Cauca
0.889,1197,JUZGADO DOCE CIVIL MUNICIPAL DE ORALIDAD DE BOGOTA,JUZGADO,96,Bogotá,"Bogotá, D.C.",483,JUZGADO DOCE CIVIL MUNICIPAL DE ORALIDAD,328,,
0.986,1206,JUZGADO 64 CIVIL MUNICIPAL DE BOGOT À,JUZGADO,95,,,523,JUZGADO 64 CIVIL MUNICIPAL DE BOGOTA,301,Bogotá,"Bogotá, D.C."
0.902,1213,JUZGADO SEGUNDO CIVIL MUNICIPAL DE FACATATIVÁ,JUZGADO,95,Facatativá,Cundinamarca,1054,JUZGADO CIVIL MUNICIPAL DE FACATATIVÁ,119,Facatativá,Cundinamarca
0.926,1210,JUZGADO CUARTO DE PEQUEÑAS CAUSAS Y COMPETENCIA MÚLTIPLE DE PASTO,JUZGADO,95,Pasto,Nariño,149,Juzgado Cuarto de Pequeñas Causas y Competencia Múltiple,860,,
0.907,1205,Juzgado Segundo de Pequeñas Causas y Competencias,JUZGADO,95,,,135,Juzgado Segundo de Pequeñas Causas y Competencias Múltiples,913,,
0.881,1208,Juzgado Octavo Civil del Circuito,JUZGADO,95,,,559,JUZGADO CIVIL DEL CIRCUITO,281,,
0.870,1204,SUPERINTENDENCIA POTENCIA  DE SOCIEDADES,SUPERINTENDENCIA,95,,,14,SUPERINTENDENCIA DE SOCIEDADES,8894,,
0.905,1224,JUZGADO SEGUNDO TRANSITORIO DE PEQUEÑAS CAUSAS Y COMPETENCIA MÚLTIPLE,JUZGADO,93,,,51,Juzgado Segundo de Pequeñas Causas y Competencia Múltiple,2014,,
0.898,1227,JUZGADO TERCERO DE PEQUEÑAS CAUSAS Y COMPETENCIA MULTIPLE DE SINCELEJO,JUZGADO,93,Sincelejo,Sucre,125,Juzgado Tercero de Pequeñas Causas y Competencia Múltiple,937,,
0.924,1223,Juzgado Cuarto 04 de Pequeñas Causas y Competencias Múltiples Localidad,JUZGADO,93,,,719,Juzgado Cuarto 04 de Pequeñas Causas y Competencias Múltiples,201,,
0.923,1241,JUZGADO DIECISIETE CIVIL MUNICIPAL DE ORALIDAD Santiago de Cali,JUZGADO,92,Cali,Valle del Cauca,640,JUZGADO DIECISIETE CIVIL MUNICIPAL DE ORALIDAD DE CALI,235,,Valle del Cauca
0.967,1237,CDMB CORPORACIÓN AUTÓNOMA REGIONAL PARA LA DEFENSA DE LA MESETA DE BUCARAMANGA,CAR,92,Bucaramanga,Santander,923,CORPORACIÓN AUTÓNOMA REGIONAL PARA LA DEFENSA DE LA MESETA DE BUCARAMANGA,148,Bucaramanga,Santander
0.889,1246,Juzgado Sesenta Y Ocho 68 Civil Municipal De Oralidad,JUZGADO,91,,,59,Juzgado Sesenta Y Ocho 68 Civil Municipal De Bogotá D C,1769,Bogotá D.C.,Cundinamarca
0.989,1247,JUZGADO OCHENTA Y DOS CIVIL MUNICIPAL DE BOGOT À,JUZGADO,91,,,233,JUZGADO OCHENTA Y DOS CIVIL MUNICIPAL DE BOGOTA,605,Bogotá,"Bogotá, D.C."
0.912,1258,JUZGADO ONCE 11 DE PEQUEÑAS CAUSAS Y COMPETENCIA MÚLTIPLE Bogotá D.C,JUZGADO,89,Bogotá D.C.,Cundinamarca,220,JUZGADO ONCE 11 DE PEQUEÑAS CAUSAS Y COMPETENCIA MÚLTIPLE,639,,
0.907,1257,Juzgado Segundo de Pequeñas Causas Laborales de Pasto,JUZGADO,89,Pasto,Nariño,496,Juzgado Segundo de Pequeñas Causas Laborales,320,,
0.833,1260,ALCALDÍA MUNICIPAL DE ARJONA,ALCALDIA,88,Arjona,Bolívar,1102,Alcaldía Municipal de SECRETARÍA,111,,
0.914,1268,JUZGADO CUARTO DE PEQUEÑAS CAUSAS Y COMPETENCIAS MULTIPLES DE SOLEDAD,JUZGADO,87,Soledad,Atlántico,1223,Juzgado Cuarto 04 de Pequeñas Causas y Competencias Múltiples Localidad,93,,
0.883,1274,Juzgado Tercero Civil del Circuito de Yopal,JUZGADO,87,Yopal,Casanare,202,Juzgado Tercero Civil del Circuito,679,,
0.800,1272,Alcaldía Municipal de Sabanalarga,ALCALDIA,87,Sabanalarga,Atlántico,1102,Alcaldía Municipal de SECRETARÍA,111,,
0.896,1279,Juzgado Quince Civil Municipal  Bogotá,JUZGADO,86,Bogotá,"Bogotá, D.C.",279,Juzgado Quince Civil Municipal,541,,
0.921,1280,CONTRALORÍA DEPARTAMENTAL DEL ΜΕΤΑ,CONTRALORIA,85,,,832,CONTRALORÍA DEPARTAMENTAL DEL META,167,,Meta
0.928,1293,JUZGADO VEINTINUEVE 29 DE PEQUEÑAS CAUSAS Y COMPETENCIA MÚLTIPLE,JUZGADO,84,,,963,JUZGADO VEINTINUEVE 29 DE PEQUEÑAS CAUSAS Y COMPETENCIA MÚLTIPLE DE BOGOTÁ,139,Bogotá,"Bogotá, D.C."
0.932,1304,OFICINA DE APOYO PARA LOS JUZGADOS CIVILES DEL CIRCUITO DE EJECUCIÓN DE SENTENCIAS DE MEDELLÍN,JUZGADO,83,Medellín,Antioquia,409,OFICINA DE APOYO PARA LOS JUZGADOS CIVILES DEL CIRCUITO DE EJECUCIÓN DE SENTENCIAS,391,,
0.924,1305,JUZGADO VEINTISIETE DE PEQUEÑAS CAUSAS Y COMPETENCIA MULTIPLE,JUZGADO,83,,,319,JUZGADO VEINTISIETE DE PEQUEÑAS CAUSAS Y COMPETENCIA MULTIPLE DE BOGOTÁ,491,Bogotá,"Bogotá, D.C."
0.895,1312,JUZGADO TERCERO CIVIL DEL CIRCUITO DE CALI,JUZGADO,82,,Valle del Cauca,202,Juzgado Tercero Civil del Circuito,679,,
0.931,1311,JUZGADO TERCERO MUNICIPAL DE PEQUEÑAS CAUSAS LABORALES,JUZGADO,82,,,1238,JUZGADO TERCERO MUNICIPAL DE PEQUEÑAS CAUSAS LABORALES DE CALI,92,,Valle del Cauca
0.926,1318,Juzgado Decimo de pequeñas Causas y Competencia Multiple,JUZGADO,81,,,230,JUZGADO DÉCIMO DE PEQUEÑAS CAUSAS Y COMPETENCIA MÚLTIPLES DE CALI,608,,Valle del Cauca
0.894,1337,JUZGADO TREINTA Y SIETE 37 CIVIL MUNICIPAL DE BOGOTA,JUZGADO,80,Bogotá,"Bogotá, D.C.",752,JUZGADO TREINTA Y SIETE 37 CIVIL MUNICIPAL,192,,
0.897,1330,Juzgado Tercero de Pequeñas Causas y Competencia,JUZGADO,80,,,173,JUZGADO TERCERO DE PEQUEÑAS CAUSAS Y COMPETENCIAS MÚLTIPLES,798,,
0.911,1340,JUZGADO CINCUENTA CIVIL DEL CIRCUITO BOGOTA,JUZGADO,80,Bogotá,"Bogotá, D.C.",592,JUZGADO CINCUENTA CIVIL DEL CIRCUITO,258,,
0.915,1339,JUZGADO PRIMERO MUNICIPAL DE PEQUEÑAS CAUSAS LABORALES DE BOGOTÁ,JUZGADO,80,Bogotá,"Bogotá, D.C.",778,JUZGADO PRIMERO MUNICIPAL DE PEQUEÑAS CAUSAS LABORALES,182,,
0.912,1353,JUZGADO PRIMERO CIVIL MUNICIPAL  Tuluá,JUZGADO,79,Tuluá,Valle del Cauca,20,Juzgado Primero Civil Municipal,4599,,
0.947,1355,JUZGADO 02 PROMISCUO MUNICIPAL,JUZGADO,78,,,26,JUZGADO PROMISCUO MUNICIPAL,3699,,
0.923,1354,Juzgado Diecisiete de Pequeñas Causas y Competencia Múltiple,JUZGADO,78,,,382,JUZGADO DIECISIETE DE PEQUEÑAS CAUSAS Y COMPETENCIA MULTIPLE DE BOGOTÁ,410,Bogotá,"Bogotá, D.C."
0.920,1362,JUZGADO VEINTIOCHO 28 DE PEQUEÑAS CAUSAS Y COMPETENCIA MÚLTIPLE  Bogotá D.C.,JUZGADO,78,Bogotá D.C.,Cundinamarca,362,JUZGADO VEINTIOCHO 28 DE PEQUEÑAS CAUSAS Y COMPETENCIA MÚLTIPLE,431,,
0.857,1392,Corporación Autónoma Regional del Valle del Cauca,CAR,75,,Valle del Cauca,956,Corporación Autónoma Regional del Canal del Dique,140,,
0.892,1403,Juzgado 01 Civil Municipal de Ejecución,JUZGADO,74,,,572,Juzgado Primero Civil Municipal de Ejecución,274,,
0.885,1404,JUZGADO QUINTO PROMISCUO MUNICIPAL,JUZGADO,74,,,26,JUZGADO PROMISCUO MUNICIPAL,3699,,
0.917,1405,JUZGADO 03 DE PEQUEÑAS CAUSAS Y COMPETENCIA MULTIPLE,JUZGADO,74,,,125,Juzgado Tercero de Pequeñas Causas y Competencia Múltiple,937,,
0.806,1408,Alcaldía Municipal de Puerto Salgar,ALCALDIA,74,Puerto Salgar,Cundinamarca,1102,Alcaldía Municipal de SECRETARÍA,111,,
0.904,1414,JUZGADO CINCUENTA Y SIETE CIVIL MUNICIPAL DE ORALIDAD,JUZGADO,73,,,211,Juzgado Cincuenta y Siete Civil Municipal de Bogotá,661,Bogotá,"Bogotá, D.C."
0.881,1417,JUZGADO TREINTA Y UNO CIVIL MUNICIPAL DE BOGOTÁ,JUZGADO,73,Bogotá,"Bogotá, D.C.",1215,JUZGADO TREINTA Y UNO CIVIL MUNICIPAL,94,,
0.901,1413,JUZGADO CUARTO TRANSITORIO DE PEQUEÑAS CAUSAS Y COMPETENCIAS MÚLTIPLES,JUZGADO,73,,,719,Juzgado Cuarto 04 de Pequeñas Causas y Competencias Múltiples,201,,
0.948,1437,JUZGADO VEINTIOCHO CIVIL MUNICIPAL DE ORALIDAD CALI,JUZGADO,72,,Valle del Cauca,860,JUZGADO VEINTIOCHO CIVIL MUNICIPAL DE ORALIDAD,160,,
0.909,1438,JUZGADO VEINTINUEVE CIVIL MUNICIPAL BOGOTÁ,JUZGADO,72,Bogotá,"Bogotá, D.C.",517,JUZGADO VEINTINUEVE CIVIL MUNICIPAL,305,,
0.897,1423,Juzgado Séptimo de Pequeñas Causas y Competencia,JUZGADO,72,,,242,JUZGADO SÉPTIMO DE PEQUEÑAS CAUSAS Y COMPETENCIAS MÚLTIPLES,591,,
0.899,1440,JUZGADO 015 CIVIL MUNICIPAL DE BARRANQUILLA,JUZGADO,71,Barranquilla,Atlántico,473,Juzgado Quince Civil Municipal de Barranquilla,335,Barranquilla,Atlántico
0.922,1442,JUZGADO VEINTIUNO DE PEQUEÑAS CAUSAS Y COMPETENCIA MULTIPLE,JUZGADO,71,,,103,JUZGADO VEINTIUNO DE PEQUEÑAS CAUSAS Y COMPETENCIA MÚLTIPLE DE BOGOTÁ,1144,Bogotá,"Bogotá, D.C."
0.947,1441,Juzgado Quince Civil del Circuito de Oralidad,JUZGADO,71,,,1361,Juzgado Quince Civil del Circuito de Oralidad Cali,78,,Valle del Cauca
0.892,1445,CONTRALORÍA DEPARTAMENTAL DEL TOLIMA,CONTRALORIA,71,,Tolima,1280,CONTRALORÍA DEPARTAMENTAL DEL ΜΕΤΑ,85,,
0.931,1450,Juzgado Treinta y Seis 36 de Pequeñas Causas y Competencia Multiple,JUZGADO,70,,,114,Juzgado Treinta y Seis ( 36 ) de Pequeñas Causas y Competencia Múltiple de Bogotá,1047,Bogotá,"Bogotá, D.C."
0.831,1458,LA UNIDAD DE PENSIONES Y PARAFISCALES UGPP,UGPP,70,,,652,Unidad de Gestión Pensional y Parafiscales -UGPP,231,,
0.924,1466,"Juzgado Cincuenta y  Cinco de Pequeñas Causas y Competencia Múltiple  Bogotá , D. C.",JUZGADO,69,Bogotá,"Bogotá, D.C.",131,Juzgado Cincuenta y Cinco de Pequeñas Causas y Competencia Múltiple,923,,
0.958,1467,JUZGADO PRIMERO DE PEQUEÑAS CAUSAS Y COMPETENCIA MÚLTIPLE  Cali,JUZGADO,69,,Valle del Cauca,111,JUZGADO PRIMERO DE PEQUEÑAS CAUSAS Y COMPETENCIA MÚLTIPLE,1054,,
0.941,1477,JUZGADO DOCE CIVIL MUNICIPAL DE ORALIDAD CALI,JUZGADO,68,,Valle del Cauca,483,JUZGADO DOCE CIVIL MUNICIPAL DE ORALIDAD,328,,
0.909,1486,JUZGADO TERCERO PROMISCUO MUNICIPAL LÍBANO,JUZGADO,67,Líbano,Tolima,140,Juzgado Tercero Promiscuo Municipal,904,,
0.932,1487,JUZGADO TREINTA Y CUATRO 34 PEQUEÑAS CAUSAS Y COMPETENCIAS MULTIPLES,JUZGADO,67,,,1171,JUZGADO TREINTA Y CUATRO 34 PEQUEÑAS CAUSAS Y COMPETENCIAS MULTIPLES DE BOGOTA,101,Bogotá,"Bogotá, D.C."
0.892,1496,JUZGADO VEINTIUNO CIVIL MUNICIPAL,JUZGADO,66,,,118,JUZGADO VEINTIUNO CIVIL MUNICIPAL DE CALI,994,,Valle del Cauca
0.895,1505,JUZGADO QUINTO DE PEQUEÑAS CAUSAS Y COMPETENCIA,JUZGADO,65,,,435,Juzgado Quinto de Pequeñas Causas y Competencias Múltiples,363,,
0.897,1513,Juzgado Segundo de Familia del Circuito de Yopal,JUZGADO,65,Yopal,Casanare,1056,JUZGADO SEGUNDO DE FAMILIA DEL CIRCUITO,119,,
0.881,1524,Juzgado Diecisiete 17 Civil Municipal de Bogota,JUZGADO,64,Bogotá,"Bogotá, D.C.",582,Juzgado Diecisiete 17 Civil Municipal,268,,
0.881,1518,Juzgado Dieciocho De Pequeñas Causas Y Competencia Múltiple,JUZGADO,64,,,55,Juzgado Dieciocho De Pequeñas Causas Y Competencia Múltiple De Barranquilla,1812,Barranquilla,Atlántico
0.927,1528,Juzgado Segundo de Pequeñas Causas y Competencia Múltiple de Pasto,JUZGADO,64,Pasto,Nariño,51,Juzgado Segundo de Pequeñas Causas y Competencia Múltiple,2014,,
0.881,1529,JUZGADO 5 DE PEQUEÑAS CAUSAS Y COMPETENCIA MÚLTIPLE TRANSITORIO  VALLEDUPAR - CESAR,JUZGADO,64,Valledupar,Cesar,1075,JUZGADO 5 DE PEQUEÑAS CAUSAS Y COMPETENCIA MÚLTIPLE TRANSITORIO,115,,
0.900,1523,JUZGADO PRIMERO LABORAL DEL CIRCUITO DE CALI,JUZGADO,64,,Valle del Cauca,320,Juzgado Primero Laboral del Circuito,490,,
0.909,1534,JUZGADO 013 CIVIL MUNICIPAL DE BARRANQUILLA,JUZGADO,63,Barranquilla,Atlántico,132,Juzgado Trece Civil Municipal De Barranquilla,922,Barranquilla,Atlántico
0.889,1538,JUZGADO VEINTIOCHO CIVIL MUNICIPAL DE BOGOTA,JUZGADO,63,Bogotá,"Bogotá, D.C.",860,JUZGADO VEINTIOCHO CIVIL MUNICIPAL DE ORALIDAD,160,,
0.902,1543,JUZGADO PRIMERO CIVIL MUNICIPAL DE FACATATIVÁ,JUZGADO,63,Facatativá,Cundinamarca,1054,JUZGADO CIVIL MUNICIPAL DE FACATATIVÁ,119,Facatativá,Cundinamarca
0.935,1558,JUZGADO 5º DE PEQUEÑAS CAUSAS Y COMPETENCIA MÚLTIPLE,JUZGADO,61,,,49,JUZGADO QUINTO DE PEQUEÑAS CAUSAS Y COMPETENCIA MÚLTIPLE,2036,,
0.916,1570,Juzgado 64 de Pequeñas Causas y Competencia Múltiple,JUZGADO,61,,,595,JUZGADO DE PEQUEÑAS CAUSAS Y COMPETENCIA MÚLTIPLE - TULUÁ,256,Tuluá,Valle del Cauca
0.932,1572,Juzgado Veinticuatro De Pequeñas Causas y Competencia Múltiple,JUZGADO,60,,,942,JUZGADO VEINTICUATRO 24 CIVIL DE PEQUEÑAS CAUSAS Y COMPETENCIA MULTIPLE,143,,
0.919,1585,Juzgado 02 Civil Municipal de Ejecución de Sentencias,JUZGADO,59,,,808,JUZGADO SEGUNDO CIVIL MUNICIPAL DE EJECUCIÓN DE SENTENCIAS,173,,
0.892,1586,Juzgado 07 Civil Municipal de Ejecución,JUZGADO,59,,,1010,Juzgado Séptimo Civil Municipal de Ejecución,128,,
0.933,1587,JUZGADO 03 CIVIL MUNICIPAL DE PEQUEÑAS CAUSAS Y COMPETENCIAS MÚLTIPLES,JUZGADO,59,,,243,JUZGADO 03 CIVIL MUNICIPAL DE PEQUEÑAS CAUSAS Y COMPETENCIAS MÚLTIPLES DE CÚCUTA,591,Cúcuta,Norte de Santander
0.914,1599,JUZGADO 13 CIVIL MUNICIPAL DE EJECUCIÓN DE SENTENCIAS,JUZGADO,58,,,392,JUZGADO 13 CIVIL MUNICIPAL DE EJECUCIÓN DE SENTENCIAS DE BOGOTÁ,404,Bogotá,"Bogotá, D.C."
0.894,1603,JUZGADO QUINTO CIVIL MUNICIPAL DE CALI,JUZGADO,58,,Valle del Cauca,1005,JUZGADO QUINTO CIVIL MUNICIPAL Santiago de Cali,130,Cali,Valle del Cauca
0.916,1607,JUZGADO 44 DE PEQUEÑAS CAUSAS Y COMPETENCIA MÚLTIPLE,JUZGADO,58,,,595,JUZGADO DE PEQUEÑAS CAUSAS Y COMPETENCIA MÚLTIPLE - TULUÁ,256,Tuluá,Valle del Cauca
0.884,1606,JUZGADO TERCERO CIVIL DE PEQUEÑAS CAUSAS Y COMPETENCIAS MULTIPLES  VALLEDUPAR - CESAR,JUZGADO,58,Valledupar,Cesar,705,JUZGADO TERCERO CIVIL DE PEQUEÑAS CAUSAS Y COMPETENCIAS MULTIPLES,204,,
0.914,1621,Juzgado 02 Civil Municipal de Ejecución de Sentencias de Bogotá,JUZGADO,57,Bogotá,"Bogotá, D.C.",1585,Juzgado 02 Civil Municipal de Ejecución de Sentencias,59,,
0.897,1624,JUZGADO TERCERO PROMISCUO MUNICIPAL DE COTA,JUZGADO,57,Cota,Cundinamarca,140,Juzgado Tercero Promiscuo Municipal,904,,
0.929,1656,JUZGADO CINCUENTA Y DOS DE PEQUEÑAS CAUSAS Y COMPETENCIA MULTIPLE,JUZGADO,54,,,158,JUZGADO CINCUENTA Y DOS DE PEQUEÑAS CAUSAS Y COMPETENCIA MULTIPLE DE BOGOTA,835,Bogotá,"Bogotá, D.C."
0.916,1673,Juzgado 42 de Pequeñas Causas y Competencia Múltiple,JUZGADO,53,,,595,JUZGADO DE PEQUEÑAS CAUSAS Y COMPETENCIA MÚLTIPLE - TULUÁ,256,Tuluá,Valle del Cauca
0.957,1680,JUZGADO CIVIL MUNICIPAL DE FUNZA CUNDINAMARCA,JUZGADO,52,Funza,Cundinamarca,556,JUZGADO 002 CIVIL MUNICIPAL DE FUNZA CUNDINAMARCA,282,Funza,Cundinamarca
0.927,1685,JUZGADO TERCERO DE PEQUEÑAS CAUSAS Y COMPETENCIA MÚLTIPLE DE PASTO,JUZGADO,52,Pasto,Nariño,125,Juzgado Tercero de Pequeñas Causas y Competencia Múltiple,937,,
0.903,1687,JUZGADO QUINTO DE PEQUEÑAS CAUSAS Y COMPETENCIA MÚLTIPLE DE MEDELLÍN,JUZGADO,52,Medellín,Antioquia,49,JUZGADO QUINTO DE PEQUEÑAS CAUSAS Y COMPETENCIA MÚLTIPLE,2036,,
0.884,1689,JUZGADO VEINTICINCO CIVIL DEL CIRCUITO DE BOGOTA,JUZGADO,52,Bogotá,"Bogotá, D.C.",842,JUZGADO VEINTICINCO CIVIL DEL CIRCUITO,164,,
0.916,1698,JUZGADO 60 DE PEQUEÑAS CAUSAS Y COMPETENCIA MÚLTIPLE,JUZGADO,51,,,595,JUZGADO DE PEQUEÑAS CAUSAS Y COMPETENCIA MÚLTIPLE - TULUÁ,256,Tuluá,Valle del Cauca
0.881,1720,JUZGADO TREINTA Y DOS CIVIL MUNICIPAL DE BOGOTÁ,JUZGADO,50,Bogotá,"Bogotá, D.C.",706,JUZGADO TREINTA Y DOS CIVIL MUNICIPAL,204,,
0.931,1717,Juzgado Cincuenta y Nueve de Pequeñas Causas y Competencia Múltiple,JUZGADO,50,,,32,Juzgado Cincuenta y Nueve de Pequeñas Causas y Competencia Múltiple de Bogotá,2838,Bogotá,"Bogotá, D.C."
0.967,1713,JUZGADO CUARENTA Y CUATRO 44 CIVIL DEL CIRCUITO,JUZGADO,50,,,1376,JUZGADO CUARENTA Y CUATRO CIVIL DEL CIRCUITO,76,,
0.897,1722,JUZGADO CUARTO LABORAL DEL CIRCUITO PEREIRA,JUZGADO,50,Pereira,Risaralda,369,JUZGADO CUARTO LABORAL DEL CIRCUITO,427,,
0.893,1726,OFICINA DE APOYO JUZGADOS DE EJECUCIÓN CIVIL MUNICIPAL,JUZGADO,49,,,17,OFICINA DE APOYO JUZGADOS DE EJECUCIÓN CIVIL MUNICIPAL DE CARTAGENA,6409,Cartagena de Indias,Bolívar
0.938,1732,JUZGADO TERCERO CIVIL MUNICIPAL DE PALMIRA,JUZGADO,49,Palmira,Valle del Cauca,288,JUZGADO TERCERO CIVIL MUNICIPAL DE CALI,526,,Valle del Cauca
0.892,1748,Juzgado 03 Civil Municipal de Ejecución,JUZGADO,48,,,692,Juzgado Tercero Civil Municipal de Ejecución,211,,
0.984,1745,JUZGADO PRIMEROCIVIL MUNICIPAL,JUZGADO,48,,,20,Juzgado Primero Civil Municipal,4599,,
0.900,1757,JUZGADO VEINTISÉIS CIVIL MUNICIPAL DE ORALIDAD DE CALI,JUZGADO,48,,Valle del Cauca,1115,JUZGADO VEINTISÉIS CIVIL MUNICIPAL DE ORALIDAD DE SANTIAGO DE CALI,109,Cali,Valle del Cauca
0.912,1762,JUZGADO DOCE 12 DE PEQUEÑAS CAUSAS Y COMPETENCIA MÚLTIPLE Bogotá D.C.,JUZGADO,48,Bogotá D.C.,Cundinamarca,271,JUZGADO DOCE 12 DE PEQUEÑAS CAUSAS Y COMPETENCIA MÚLTIPLE,547,,
0.889,1763,JUZGADO CUARENTA Y CUATRO CIVIL DEL CIRCUITO  BOGOTA D.C.,JUZGADO,48,Bogotá D.C.,Cundinamarca,1376,JUZGADO CUARENTA Y CUATRO CIVIL DEL CIRCUITO,76,,
0.885,1750,JUZGADO MUNICIPAL DE PEQUEÑAS CAUSAS LABORALES DE MONTERÍA,JUZGADO,48,Montería,Córdoba,629,JUZGADO MUNICIPAL DE PEQUEÑAS CAUSAS LABORALES,239,,
0.923,1758,CARDER CORPORACIÓN AUTÓNOMA REGIONAL DE RISARALDA,CAR,48,,Risaralda,545,CORPORACIÓN AUTÓNOMA REGIONAL DE RISARALDA,289,,Risaralda
0.914,1767,JUZGADO 09 CIVIL MUNICIPAL DE EJECUCIÓN DE SENTENCIAS,JUZGADO,47,,,510,JUZGADO 09 CIVIL MUNICIPAL DE EJECUCIÓN DE SENTENCIAS DE BOGOTÁ,310,Bogotá,"Bogotá, D.C."
0.920,1768,JUZGADO 011 CIVIL MUNICIPAL DE BARRANQUILLA,JUZGADO,47,Barranquilla,Atlántico,302,Juzgado Once Civil Municipal de Barranquilla,512,Barranquilla,Atlántico
0.901,1781,Juzgado Veintidós de Pequeñas Causas y Competencia Múltiple,JUZGADO,46,,,150,JUZGADO VEINTIDÓS 22 DE PEQUEÑAS CAUSAS Y COMPETENCIA MULTIPLE DE BOGOTÁ,857,Bogotá,"Bogotá, D.C."
